day: day of measurement,,,,,,,,,
month: month of measurement,,,,,,,,,
year: year of measurement,,,,,,,,,
station: location of measurement     ,,,,,,,,,
"maxtp: Maximum Air Temperature (C)	  ",,,,,,,,,
mintp: Minimum  Air Temperature (C),,,,,,,,,
rain: Precipitation Amount (mm),,,,,,,,,
wdsp: Mean Wind Speed (knot),,,,,,,,,
hg: Highest Gust (knot),,,,,,,,,
sun: Sunshine duration (hours),,,,,,,,,
,,,,,,,,,
day,month,year,station,maxtp,mintp,rain,wdsp,hg,sun
10,feb,2018,Cork Airport,11.7,3.7,3.8,15.8,46,2.1
11,feb,2018,Cork Airport,4,-2.4,2.7,11.4,35,5
12,feb,2018,Cork Airport,6.3,-2.2,6.5,13,49,5.4
13,feb,2018,Cork Airport,5.9,0.3,0.3,10.6,29,8.8
14,feb,2018,Cork Airport,10.1,2.8,14.6,13.7,37,0.6
15,feb,2018,Cork Airport,6.2,-0.7,0.4,11.8,39,7
16,feb,2018,Cork Airport,8,0.1,4.2,8.5,37,0.8
17,feb,2018,Cork Airport,8.1,1,0.6,5.2,11,0.6
18,feb,2018,Cork Airport,11.5,6.3,1.8,4.2,11,0
19,feb,2018,Cork Airport,13.4,5.9,0.4,9.6,28,4.2
20,feb,2018,Cork Airport,9.3,3.3,0,7.7,17,8.3
21,feb,2018,Cork Airport,8.2,1.2,0,5.5,13,7.8
22,feb,2018,Cork Airport,7.8,2.8,0,9.2,20,1.5
23,feb,2018,Cork Airport,6.1,3.8,0.1,17.3,32,0.2
24,feb,2018,Cork Airport,5.9,3.7,0,14.1,28,0.1
25,feb,2018,Cork Airport,5.8,3,0,13.6,27,1.2
26,feb,2018,Cork Airport,4.2,0.5,0,14.8,29,0.6
27,feb,2018,Cork Airport,4.3,-2.4,0,13.1,35,7.4
28,feb,2018,Cork Airport,-1.1,-5.1,3.5,15,35,4.2
1,mar,2018,Cork Airport,-1.8,-7,3.6,16.2,30,1.5
2,mar,2018,Cork Airport,-0.4,-2.3,27.3,14.3,28,0
3,mar,2018,Cork Airport,3.3,-1.1,25.3,12.8,25,0
4,mar,2018,Cork Airport,2.8,1,6.8,13,25,0
5,mar,2018,Cork Airport,5.2,1.4,0.1,4.5,14,0.5
6,mar,2018,Cork Airport,7.9,-0.5,0,4.2,16,3.3
7,mar,2018,Cork Airport,7,-0.5,6.4,7.6,26,6.4
8,mar,2018,Cork Airport,10.3,-1.1,0,8,24,8.5
9,mar,2018,Cork Airport,6.7,1.4,8.3,12.4,32,0
10,mar,2018,Cork Airport,11,5.8,8.3,13.1,33,0.7
11,mar,2018,Cork Airport,10.4,6.9,9.9,10,24,2.3
12,mar,2018,Cork Airport,9.8,3,0.5,10.3,28,3.2
13,mar,2018,Cork Airport,9.2,1.4,1.7,12.5,38,3.2
14,mar,2018,Cork Airport,9.3,7.7,24.7,23.8,55,0
15,mar,2018,Cork Airport,9.6,3.1,1.9,11.8,28,0.1
16,mar,2018,Cork Airport,10,3,0.4,9.3,22,2.8
17,mar,2018,Cork Airport,6.3,-2.1,0,13.9,32,0
18,mar,2018,Cork Airport,1,-2.9,0.7,15.5,29,1.8
19,mar,2018,Cork Airport,4.7,-0.5,0,11.8,24,2.2
20,mar,2018,Cork Airport,8.2,-1.8,0,6,14,10.9
21,mar,2018,Cork Airport,10.3,0.3,0,6.3,19,1.7
22,mar,2018,Cork Airport,8.9,5.2,12.8,13.4,31,0
23,mar,2018,Cork Airport,7.7,3.3,13.1,12.8,33,0.3
24,mar,2018,Cork Airport,10.4,3,0,10.5,23,8.9
25,mar,2018,Cork Airport,10.6,2.6,0,6,14,6.4
26,mar,2018,Cork Airport,10.3,3,7.2,6.5,18,0
27,mar,2018,Cork Airport,10.4,4.2,0.9,11.3,32,4.1
28,mar,2018,Cork Airport,8.9,1.1,0.2,8.6,25,7.8
29,mar,2018,Cork Airport,8.3,1.3,3.1,4.6,16,7.1
30,mar,2018,Cork Airport,7,0.5,1.7,7.5,22,1.9
31,mar,2018,Cork Airport,9,1.3,0,8.1,23,5.9
1,apr,2018,Cork Airport,5.5,2.4,17.4,15.8,40,0
2,apr,2018,Cork Airport,10.2,3.3,4,9,33,0
3,apr,2018,Cork Airport,10.6,6.2,6.5,9.1,26,2.2
4,apr,2018,Cork Airport,9.3,1.9,2.8,14.7,36,6.7
5,apr,2018,Cork Airport,9.2,0.8,13.2,17.2,45,0.1
6,apr,2018,Cork Airport,10.9,7.4,16.7,17.5,42,2.3
7,apr,2018,Cork Airport,12.2,7.7,0.1,5.3,18,5.3
8,apr,2018,Cork Airport,10.1,6.5,15.4,5.1,14,0.3
9,apr,2018,Cork Airport,10.3,5.8,,6.9,21,1.1
10,apr,2018,Cork Airport,11.2,5.9,5.1,11.4,23,0.1
11,apr,2018,Cork Airport,10.1,6,1.4,6,15,0
12,apr,2018,Cork Airport,8.9,6.8,0.4,7,17,0
13,apr,2018,Cork Airport,11.7,6.8,1.2,5.1,18,2.8
14,apr,2018,Cork Airport,10.7,7.3,1.4,15.1,37,0.1
15,apr,2018,Cork Airport,10.4,7.2,10,17.8,39,0
16,apr,2018,Cork Airport,10.1,5,31,17.9,44,0.1
17,apr,2018,Cork Airport,12.6,9.3,6.5,18,40,0.4
18,apr,2018,Cork Airport,12.1,9.4,3.1,14.6,36,0.1
19,apr,2018,Cork Airport,15,7.1,1.5,7.7,19,7.1
20,apr,2018,Cork Airport,14.9,5.5,0.2,5.6,15,9.7
21,apr,2018,Cork Airport,15.3,5.6,0.3,6.2,16,11.8
22,apr,2018,Cork Airport,13.4,6.8,2.6,10.3,28,10
23,apr,2018,Cork Airport,15.1,6.8,0.2,11.1,28,1.5
24,apr,2018,Cork Airport,11.6,4.9,12.7,8,23,3.6
25,apr,2018,Cork Airport,11.3,4,1.7,12,36,9.7
26,apr,2018,Cork Airport,11.7,2.8,4.1,7.2,23,6.4
27,apr,2018,Cork Airport,10.3,4.8,9.4,9.5,20,1.1
28,apr,2018,Cork Airport,11.7,4.1,1.9,5.9,16,2.8
29,apr,2018,Cork Airport,12.5,2.3,6.7,5.3,28,10.1
30,apr,2018,Cork Airport,12.8,2.5,0.1,6.4,22,9
1,may,2018,Cork Airport,11.6,2.5,10.6,11.3,34,0
2,may,2018,Cork Airport,12.3,5.2,0.2,12.4,32,11.1
3,may,2018,Cork Airport,13.4,5.2,0.3,7.8,22,0
4,may,2018,Cork Airport,14.2,7.3,0,4.9,15,2.6
5,may,2018,Cork Airport,14.8,7.1,0.3,6.5,15,8.7
6,may,2018,Cork Airport,13.9,6.7,0.2,5,15,7.2
7,may,2018,Cork Airport,12.9,7.8,0.2,7.5,19,0.4
8,may,2018,Cork Airport,14.6,6.1,2.2,10.6,28,9.8
9,may,2018,Cork Airport,12.1,4.6,3.6,11.1,29,3.4
10,may,2018,Cork Airport,13.1,3.2,0.4,10.8,30,12.8
11,may,2018,Cork Airport,12.5,5,21.5,13,38,8.5
12,may,2018,Cork Airport,12.1,3.7,7,4.8,15,7.8
13,may,2018,Cork Airport,12.8,4.3,0.3,6.9,19,6.5
14,may,2018,Cork Airport,15.1,9.3,0.9,4.8,18,2
15,may,2018,Cork Airport,17.3,7.7,0.9,9.6,29,1.1
16,may,2018,Cork Airport,15.8,4.3,0,9.8,24,13.9
17,may,2018,Cork Airport,13.6,8.1,0,7.6,20,2.8
18,may,2018,Cork Airport,15.6,7.7,0,4.5,14,8.7
19,may,2018,Cork Airport,14.8,7.1,0,9.1,20,8.6
20,may,2018,Cork Airport,13.6,10.9,0.3,8.3,18,0
21,may,2018,Cork Airport,13.8,9.3,7.4,7.4,22,0
22,may,2018,Cork Airport,17.8,5.7,0,8.2,19,15
23,may,2018,Cork Airport,17.8,8.6,0,6.5,17,14.6
24,may,2018,Cork Airport,20.3,9.3,0.4,6.3,18,6.2
25,may,2018,Cork Airport,22.8,11.9,0,12.2,29,11.9
26,may,2018,Cork Airport,19.7,12.4,6.8,10.2,26,3.2
27,may,2018,Cork Airport,15,13,18.6,9.2,24,0
28,may,2018,Cork Airport,20.9,13.1,0.1,4,12,8
29,may,2018,Cork Airport,23.6,13.5,0,5.8,17,13.4
30,may,2018,Cork Airport,19.5,12.6,0,5.9,17,10.9
31,may,2018,Cork Airport,18.2,12.5,0.6,4.5,12,1.7
1,jun,2018,Cork Airport,20.9,13.8,0,5,17,2.6
2,jun,2018,Cork Airport,16.3,11.6,0.1,6.1,15,1.7
3,jun,2018,Cork Airport,19.4,11.8,0,5.1,13,6.5
4,jun,2018,Cork Airport,23.2,12.8,0,6.7,18,14.3
5,jun,2018,Cork Airport,19.8,13.2,0,5.8,14,5
6,jun,2018,Cork Airport,19.7,12.8,0,4,16,8.4
7,jun,2018,Cork Airport,20.1,13.1,0,5.3,18,9.5
8,jun,2018,Cork Airport,20.3,12.9,0,5.6,14,10.3
9,jun,2018,Cork Airport,20.3,13.1,0,5.1,17,12.2
10,jun,2018,Cork Airport,,,0,10,18,5.3
11,jun,2018,Cork Airport,18.7,12.3,0,9.1,24,1
12,jun,2018,Cork Airport,18.4,11.7,0,7.8,19,2.5
13,jun,2018,Cork Airport,15.1,8.7,4.2,12.7,38,0.1
14,jun,2018,Cork Airport,18.4,9.9,0.2,14.9,41,11.4
15,jun,2018,Cork Airport,15.1,8.4,0.3,8.9,23,1.2
16,jun,2018,Cork Airport,16.6,10.2,2.2,11.2,26,6.5
17,jun,2018,Cork Airport,19.2,9.5,1.3,10.2,25,5.5
18,jun,2018,Cork Airport,19.7,8.5,0,8.6,26,2.1
19,jun,2018,Cork Airport,20,12,0.8,10.8,28,2
20,jun,2018,Cork Airport,16.5,9.2,1.3,13.3,30,7.8
21,jun,2018,Cork Airport,17,8.6,0,8.6,21,13.3
22,jun,2018,Cork Airport,17.8,7.4,0,5.9,13,15.7
23,jun,2018,Cork Airport,20.1,10,0,5.6,13,14.8
24,jun,2018,Cork Airport,20.8,10.8,0,5.1,14,14.9
25,jun,2018,Cork Airport,23,12,0,4.4,14,11.7
26,jun,2018,Cork Airport,23.1,15.3,0,6.8,17,11.8
27,jun,2018,Cork Airport,24.5,15.3,0,6.4,17,15.5
28,jun,2018,Cork Airport,25.1,14.8,0,6.1,16,15.7
29,jun,2018,Cork Airport,23.9,16.5,0,6.4,17,15.5
30,jun,2018,Cork Airport,23.6,13.8,0,6.2,19,12.1
1,jul,2018,Cork Airport,24.8,14.6,0,13.5,27,6.7
2,jul,2018,Cork Airport,26.7,12.8,0,10.7,23,12.2
3,jul,2018,Cork Airport,23.6,14.7,0,8.5,21,15.2
4,jul,2018,Cork Airport,23.6,13.7,0.1,6.5,17,5
5,jul,2018,Cork Airport,22.3,12.2,0,8.1,21,14.8
6,jul,2018,Cork Airport,21.3,14.3,0.7,5.7,17,6.1
7,jul,2018,Cork Airport,22.2,12.1,0,5,16,6.9
8,jul,2018,Cork Airport,25,15.6,0,6.9,19,10.1
9,jul,2018,Cork Airport,24.8,14.1,0,7.6,17,9.7
10,jul,2018,Cork Airport,23.5,14,0,4.9,16,11.9
11,jul,2018,Cork Airport,22.6,13.2,0,6.5,14,6.9
12,jul,2018,Cork Airport,22.9,15.3,0,6.3,16,6.8
13,jul,2018,Cork Airport,21.1,13.9,0,5.5,18,7.4
14,jul,2018,Cork Airport,22.6,12.4,,8.2,25,10.2
15,jul,2018,Cork Airport,18.1,14,3,7.8,21,0.1
16,jul,2018,Cork Airport,19.6,12.3,0.1,6.4,18,6.2
17,jul,2018,Cork Airport,20.2,12.3,1.1,5.8,19,1.3
18,jul,2018,Cork Airport,20.5,12.9,0,5.9,17,3.2
19,jul,2018,Cork Airport,21.7,11.7,0,6.5,17,9.2
20,jul,2018,Cork Airport,22.5,11.8,0,7.7,23,0.3
21,jul,2018,Cork Airport,23.8,13.3,0,9.1,23,8.5
22,jul,2018,Cork Airport,26.6,15.7,0,5.5,20,5.4
23,jul,2018,Cork Airport,22,14.9,0,7.6,18,0.6
24,jul,2018,Cork Airport,21.6,11.4,0,6,19,3.3
25,jul,2018,Cork Airport,21.5,10.2,0,6.8,20,12.4
26,jul,2018,Cork Airport,21.1,13.7,8.2,10.9,28,2.3
27,jul,2018,Cork Airport,18,10.4,14.7,6.9,19,0.1
28,jul,2018,Cork Airport,18.3,8.5,2.1,10.7,31,10.2
29,jul,2018,Cork Airport,19.1,12.2,7.1,9.8,22,4.3
30,jul,2018,Cork Airport,18.1,10,2.2,8.6,23,9.5
31,jul,2018,Cork Airport,18.4,9.9,0.8,11.5,32,2.9
1,aug,2018,Cork Airport,17.2,13.5,6.9,11.5,33,0
2,aug,2018,Cork Airport,19.5,15.2,0.2,7.7,16,0.3
3,aug,2018,Cork Airport,23.6,14.7,0.1,7.3,22,9.2
4,aug,2018,Cork Airport,21.1,13.1,0,6.5,16,5.4
5,aug,2018,Cork Airport,20.7,12.8,0,5.1,14,4.8
6,aug,2018,Cork Airport,21.3,11.7,0,6.6,16,1.3
7,aug,2018,Cork Airport,18.1,10.5,0,7.3,20,5.3
8,aug,2018,Cork Airport,18.1,9.7,0,7.3,24,8.8
9,aug,2018,Cork Airport,17.9,7,0,6.3,21,9.9
10,aug,2018,Cork Airport,19.5,9.6,0,6.1,22,13.2
11,aug,2018,Cork Airport,17.9,9.6,8.5,8.3,23,0
12,aug,2018,Cork Airport,19.1,11.7,11.8,4.7,12,2
13,aug,2018,Cork Airport,20,13.2,0,8.3,18,4.4
14,aug,2018,Cork Airport,20.4,14.3,0,8.8,21,5.6
15,aug,2018,Cork Airport,19,12.1,4.1,12.8,27,1.4
16,aug,2018,Cork Airport,17.9,9.2,0.1,9.4,29,10
17,aug,2018,Cork Airport,17.2,9.6,0.5,8.9,25,0.1
18,aug,2018,Cork Airport,21.8,14.6,0.9,12.3,36,2.9
19,aug,2018,Cork Airport,22.9,15.1,0.1,8.2,28,6.9
20,aug,2018,Cork Airport,21.4,15.5,0,5.9,14,3.3
21,aug,2018,Cork Airport,22.4,13.2,0,7.1,20,5.4
22,aug,2018,Cork Airport,18.4,10.8,0.3,10,23,2.6
23,aug,2018,Cork Airport,16.1,8.6,0.3,11.1,32,5.4
24,aug,2018,Cork Airport,15.5,8.6,0.3,9.5,29,3.6
25,aug,2018,Cork Airport,16.2,7.3,2.1,5.7,17,9.4
26,aug,2018,Cork Airport,18.7,11.8,13.6,11.8,26,2.2
27,aug,2018,Cork Airport,18.3,9.9,0,7.7,23,7.8
28,aug,2018,Cork Airport,16.3,7.5,3.2,7.4,21,0.1
29,aug,2018,Cork Airport,16.8,9.1,0.1,7.9,22,6.9
30,aug,2018,Cork Airport,16.3,9.5,0.1,5.5,17,2.7
31,aug,2018,Cork Airport,16,12.5,5.8,9.3,23,0
1,sep,2018,Cork Airport,20.2,13,0.4,5.7,14,8.2
2,sep,2018,Cork Airport,19.7,12,4.8,8.8,24,0.9
3,sep,2018,Cork Airport,16.8,8.8,0,12.7,28,11.8
4,sep,2018,Cork Airport,16.3,6.5,0,8.9,22,6.5
5,sep,2018,Cork Airport,17.4,8.9,0,7.1,18,3.3
6,sep,2018,Cork Airport,16.3,11.9,0.6,10.9,29,0.1
7,sep,2018,Cork Airport,17.6,10.5,1.1,6.6,20,1.8
8,sep,2018,Cork Airport,15.7,13,11.1,13.2,31,0
9,sep,2018,Cork Airport,18.2,9.2,1,9,24,9
10,sep,2018,Cork Airport,16.3,8.2,1.3,11.7,33,0.2
11,sep,2018,Cork Airport,16.7,9.9,4.5,6.9,18,2.3
12,sep,2018,Cork Airport,17,8.1,0.1,5.9,17,9.6
13,sep,2018,Cork Airport,15.2,8,0,8,20,2.5
14,sep,2018,Cork Airport,17.6,10,0.1,9.5,22,6.5
15,sep,2018,Cork Airport,16.2,10.5,2.5,10.8,31,1.2
16,sep,2018,Cork Airport,17.7,9.4,7.2,7.4,31,9.4
17,sep,2018,Cork Airport,17.1,9.3,12.5,13.1,32,0
18,sep,2018,Cork Airport,17.8,11.5,1,14,36,2.3
19,sep,2018,Cork Airport,14.7,9.4,2.3,15.8,49,3
20,sep,2018,Cork Airport,10.3,6.2,19.2,8.6,30,0
21,sep,2018,Cork Airport,15.1,4.9,0.2,9.8,27,7.6
22,sep,2018,Cork Airport,10.5,7.3,6.8,7.9,22,0
23,sep,2018,Cork Airport,13.2,6.3,0.2,10.8,29,10.7
24,sep,2018,Cork Airport,13.2,4.9,0,4.4,13,10.2
25,sep,2018,Cork Airport,14.4,5.8,0,10.2,27,1.1
26,sep,2018,Cork Airport,18.5,9.2,0,5.9,16,4
27,sep,2018,Cork Airport,17.9,9.4,0.1,6.8,23,7.5
28,sep,2018,Cork Airport,13.9,6.3,0,8,22,10.6
29,sep,2018,Cork Airport,14,4.7,0,4.9,14,2
30,sep,2018,Cork Airport,13,7.5,0.4,9.3,28,2.6
1,oct,2018,Cork Airport,14.6,4.6,0.4,6.4,18,4.2
2,oct,2018,Cork Airport,18.1,11.4,0,10.6,27,7.1
3,oct,2018,Cork Airport,15.5,10.4,0.2,6.5,14,0.1
4,oct,2018,Cork Airport,14.9,11.4,2.8,7.7,21,0.1
5,oct,2018,Cork Airport,11.4,6.6,0.4,10.8,24,0
6,oct,2018,Cork Airport,11.9,5,0,9,22,9.7
7,oct,2018,Cork Airport,13.4,3.1,0,9.5,28,0.1
8,oct,2018,Cork Airport,13.9,11.6,0.3,15.5,32,0.1
9,oct,2018,Cork Airport,15.2,12,0,14.6,32,2
10,oct,2018,Cork Airport,16.9,12.2,0,16.8,36,5.1
11,oct,2018,Cork Airport,14.1,10.1,9.7,13.8,52,5.3
12,oct,2018,Cork Airport,13.9,10.4,18.3,13.9,50,0
13,oct,2018,Cork Airport,13.2,7.8,18.4,7.9,21,0
14,oct,2018,Cork Airport,12.3,5.6,0,4.1,11,8.3
15,oct,2018,Cork Airport,13.3,5.2,0,6,12,9.6
16,oct,2018,Cork Airport,15.5,7,1.4,8.2,25,3.7
17,oct,2018,Cork Airport,13.1,5.8,0.4,8,21,8.3
18,oct,2018,Cork Airport,12.5,4.6,0.1,5.3,13,7.8
19,oct,2018,Cork Airport,13.8,8.1,0,5.1,14,0.8
20,oct,2018,Cork Airport,13.5,10.1,0.2,6.4,17,0.2
21,oct,2018,Cork Airport,13.2,5.8,0.6,11.8,34,3.2
22,oct,2018,Cork Airport,12.6,4.5,0,7.3,16,9.3
23,oct,2018,Cork Airport,15.3,6.5,0,,29,4
24,oct,2018,Cork Airport,12.9,7.3,0,13.1,27,7.7
25,oct,2018,Cork Airport,13.1,8.3,0,9.2,23,4.5
26,oct,2018,Cork Airport,9.2,4,0.3,13.5,32,8.6
27,oct,2018,Cork Airport,6.9,1.2,0.1,12.5,35,7.7
28,oct,2018,Cork Airport,8.7,0.3,0,9,20,8.6
29,oct,2018,Cork Airport,8.4,2.6,2,8.3,23,0
30,oct,2018,Cork Airport,10.1,4,6,4.6,17,1.8
31,oct,2018,Cork Airport,11.2,3.7,0.4,4.5,13,3
1,nov,2018,Cork Airport,9.5,3.5,0.2,5,,7.5
2,nov,2018,Cork Airport,12.5,2.6,5.1,8.7,29,0.5
3,nov,2018,Cork Airport,13.6,9,9.6,16.8,34,0
4,nov,2018,Cork Airport,11.4,6.9,12.2,6.4,20,0
5,nov,2018,Cork Airport,9.3,6.7,3.4,9.4,23,0
6,nov,2018,Cork Airport,12.6,6.1,21.3,10.5,43,0.3
7,nov,2018,Cork Airport,8.9,2.9,2.8,9,27,3.6
8,nov,2018,Cork Airport,10.3,4,2.3,6.6,24,
9,nov,2018,Cork Airport,12,5,16.6,16.1,52,0
10,nov,2018,Cork Airport,10.3,3.6,4.2,6.2,23,4.4
11,nov,2018,Cork Airport,10.3,2.5,7.8,9.7,33,1.7
12,nov,2018,Cork Airport,10,5.1,5.6,11,31,2.3
13,nov,2018,Cork Airport,12.2,3.9,16.7,11.9,38,0.4
14,nov,2018,Cork Airport,12.3,11.7,9.7,18.3,39,0
15,nov,2018,Cork Airport,12.2,7.3,2.1,10.8,33,0.4
16,nov,2018,Cork Airport,11.6,8.6,0.2,13.5,26,0
17,nov,2018,Cork Airport,11.5,8.9,0.3,14.9,30,0
18,nov,2018,Cork Airport,10.3,6.9,0,16.2,32,5.6
19,nov,2018,Cork Airport,8.1,5.3,0.3,12.1,26,0.9
20,nov,2018,Cork Airport,7.3,3.5,0.1,12.6,26,4.7
21,nov,2018,Cork Airport,6.4,1.7,2.9,6.6,20,0.9
22,nov,2018,Cork Airport,8,5.7,4.3,14.5,30,0.1
23,nov,2018,Cork Airport,10.1,6.4,20.3,12,29,0.2
24,nov,2018,Cork Airport,8.8,6.3,4.1,11.8,23,0.1
25,nov,2018,Cork Airport,6.9,4.1,0.6,8.4,16,3.7
26,nov,2018,Cork Airport,8.9,5.3,1.9,10,27,0
27,nov,2018,Cork Airport,11.8,7.7,22.8,17,51,1.6
28,nov,2018,Cork Airport,13,8.2,7.7,20.8,54,0
29,nov,2018,Cork Airport,9.9,4.7,12.5,9.8,33,1
30,nov,2018,Cork Airport,9.1,4.2,3.9,8.8,26,4.3
1,dec,2018,Cork Airport,12.3,8,6.1,9.8,29,0
2,dec,2018,Cork Airport,12.6,8.9,1,13.8,30,0.1
3,dec,2018,Cork Airport,11.1,3,5.5,8.5,39,5.1
4,dec,2018,Cork Airport,8.6,2.4,24.6,8.9,32,0.1
5,dec,2018,Cork Airport,13,8.6,9.4,6.7,19,1.7
6,dec,2018,Cork Airport,12.9,10.4,8,13.3,35,0.1
7,dec,2018,Cork Airport,12.3,4,4.2,15.7,40,4.5
8,dec,2018,Cork Airport,11.5,6.7,4.3,16.8,51,2.7
9,dec,2018,Cork Airport,9.4,3.6,1.8,15.5,35,4.8
10,dec,2018,Cork Airport,10.4,5.6,0.6,6.5,16,0
11,dec,2018,Cork Airport,9.8,5.9,6.6,11.6,32,0
12,dec,2018,Cork Airport,9.1,3.1,6.3,13.1,40,0.7
13,dec,2018,Cork Airport,8.8,7.1,18.6,20,45,0
14,dec,2018,Cork Airport,10.4,7.1,16.1,15.1,32,0.3
15,dec,2018,Cork Airport,11.9,2.3,19.5,15.5,50,0
16,dec,2018,Cork Airport,7.8,1.8,5.8,6.5,23,3.1
17,dec,2018,Cork Airport,11.1,2.3,1.8,16.5,44,0
18,dec,2018,Cork Airport,11,3.7,11,,52,3
19,dec,2018,Cork Airport,7.9,3.1,6.7,11.8,27,1.6
20,dec,2018,Cork Airport,10,4.4,4.3,9,28,2.2
21,dec,2018,Cork Airport,11.2,5,4.6,13.1,45,1.9
22,dec,2018,Cork Airport,10.4,4.8,7.4,7.8,20,3.2
23,dec,2018,Cork Airport,11.7,7.7,8.9,8.5,21,0
24,dec,2018,Cork Airport,10.5,7.7,4.2,9.2,23,0
25,dec,2018,Cork Airport,10.4,9.7,0.7,9,20,0
26,dec,2018,Cork Airport,10,8.8,1.1,6.7,16,0
27,dec,2018,Cork Airport,9.7,8.6,1.9,3.7,10,0
28,dec,2018,Cork Airport,10.6,7.9,0.8,8,23,0
29,dec,2018,Cork Airport,10.8,9.5,0.3,7.5,19,0
30,dec,2018,Cork Airport,10,7,1.1,6.7,19,0
31,dec,2018,Cork Airport,9.7,7.9,0,6.4,18,0
1,jan,2019,Cork Airport,8.8,7.3,0.1,2.9,12,0
2,jan,2019,Cork Airport,7.5,6.3,8,4.8,16,0
3,jan,2019,Cork Airport,7.5,6.3,1.7,7.9,19,0
4,jan,2019,Cork Airport,7.6,6.1,0,8.1,18,0
5,jan,2019,Cork Airport,8.3,6.2,0,6,17,0
6,jan,2019,Cork Airport,10,6.6,0,5.4,15,0
7,jan,2019,Cork Airport,11,9.1,0,8.9,26,0
8,jan,2019,Cork Airport,10.1,7.2,0,8.6,20,1.5
9,jan,2019,Cork Airport,10.2,7.7,1.5,3.8,15,0
10,jan,2019,Cork Airport,10.7,8.3,0.3,3.4,13,0.3
11,jan,2019,Cork Airport,10.3,7.8,0,4.5,14,0.6
12,jan,2019,Cork Airport,9.9,7.6,0.4,11,30,0.5
13,jan,2019,Cork Airport,10.9,7.6,0,13.1,33,4.3
14,jan,2019,Cork Airport,8.8,4.6,0,6.8,23,1.8
15,jan,2019,Cork Airport,9.1,4.3,1.6,9.5,31,0.1
16,jan,2019,Cork Airport,8.4,2.2,5.2,10.8,30,5.5
17,jan,2019,Cork Airport,5.5,1.1,0.4,8.8,32,1.6
18,jan,2019,Cork Airport,8.3,2.6,6.5,7.6,29,3.6
19,jan,2019,Cork Airport,8.1,3.9,1.1,5.2,12,4.2
20,jan,2019,Cork Airport,7.2,1.9,0.8,11.3,35,5.9
21,jan,2019,Cork Airport,6.6,-0.1,5,9.6,33,0
22,jan,2019,Cork Airport,4.6,-0.5,3.8,7.2,22,0.9
23,jan,2019,Cork Airport,8.8,3.6,4.5,5.2,17,0
24,jan,2019,Cork Airport,10.7,8.7,1,13.5,29,0.1
25,jan,2019,Cork Airport,10.6,5.5,0.3,8.5,21,2.2
26,jan,2019,Cork Airport,9.5,3.9,3.9,17,56,2.7
27,jan,2019,Cork Airport,6.4,3,2.4,12.6,45,2.6
28,jan,2019,Cork Airport,6.3,2.5,1.9,11.2,36,3.3
29,jan,2019,Cork Airport,4,-2,7.3,9.5,37,3.9
30,jan,2019,Cork Airport,3.4,-2.1,1.6,5,13,3.9
31,jan,2019,Cork Airport,6.4,1.3,15,10.5,31,2.2
1,feb,2019,Cork Airport,4.1,0.3,2.1,13.5,33,6.9
2,feb,2019,Cork Airport,5.9,-0.7,0,8.2,21,8
3,feb,2019,Cork Airport,9.3,1.1,3.9,10.1,32,0.6
4,feb,2019,Cork Airport,10.6,3.4,0,7.3,25,7
5,feb,2019,Cork Airport,10.9,2.3,9.3,12.5,34,0
6,feb,2019,Cork Airport,9.8,2.2,7.8,12.5,40,3.2
7,feb,2019,Cork Airport,8.8,2.6,2.4,12.8,33,
8,feb,2019,Cork Airport,9.9,3.8,11.4,21.7,52,4.1
9,feb,2019,Cork Airport,8,2.4,0.3,12.5,42,1.7
10,feb,2019,Cork Airport,6.9,1.9,1,14.1,32,7
11,feb,2019,Cork Airport,10,4.5,0,8.6,31,1.7
12,feb,2019,Cork Airport,10.1,8,1.8,13.6,28,0
13,feb,2019,Cork Airport,9.6,8.4,0,12.8,26,0
14,feb,2019,Cork Airport,8.9,7.3,0,12.7,23,0
15,feb,2019,Cork Airport,10.7,7.4,0.4,14.2,32,0.2
16,feb,2019,Cork Airport,10.2,5.7,1.4,14.1,38,0.5
17,feb,2019,Cork Airport,,,6.8,15.7,37,5.1
18,feb,2019,Cork Airport,9.6,1.9,0.4,9.6,24,7.5
19,feb,2019,Cork Airport,9.2,1.4,7.7,13.1,34,0
20,feb,2019,Cork Airport,10.7,9.1,13.1,16.2,34,0
21,feb,2019,Cork Airport,11.1,9.3,0.3,15.5,33,0.3
22,feb,2019,Cork Airport,11.1,9.4,3.9,17.9,35,0.1
23,feb,2019,Cork Airport,13.5,5.8,2.8,11.7,31,3.4
24,feb,2019,Cork Airport,9.4,7.5,0.6,11.2,22,0
25,feb,2019,Cork Airport,11.4,7.7,0,10.7,20,2.3
26,feb,2019,Cork Airport,12.4,6.8,0.2,7.5,19,6.7
27,feb,2019,Cork Airport,9,6.6,0.1,6,15,0
28,feb,2019,Cork Airport,12.7,5.1,3.8,8.5,29,3.9
1,mar,2019,Cork Airport,10.1,3.2,15.2,7.7,23,0
2,mar,2019,Cork Airport,10.6,3.7,5.1,14.2,43,1.3
3,mar,2019,Cork Airport,9.3,-0.4,26.6,9.5,41,0.1
4,mar,2019,Cork Airport,7.9,1.5,1.3,11.3,33,5.1
5,mar,2019,Cork Airport,10,2.8,27.4,11.5,29,1.1
6,mar,2019,Cork Airport,9.8,4.3,4.1,15.6,39,3.6
7,mar,2019,Cork Airport,10.4,2,0.2,13.5,34,10.2
